Rollno,cent_allot,cent_add,examDate,batch,rep_time
NL2000390,ANA,NIELIT ANA,13-09-2023,1,9:00 AM
NL2000391,ANA,NIELIT ANA,02-09-2023,1,9:00 AM
NL2000392,ANA,NIELIT ANA,03-09-2023,1,9:00 AM
NL2000393,ANA,NIELIT ANA,30-09-2023,1,9:00 AM
NL2000394,ANA,NIELIT ANA,06-09-2023,2,2:00 PM
NL2000395,ANA,NIELIT ANA,26-09-2023,2,2:00 PM
NL2000396,ANA,NIELIT ANA,24-09-2023,1,9:00 AM
NL2000397,ANA,NIELIT ANA,05-09-2023,1,9:00 AM
NL2000398,ANA,NIELIT ANA,21-09-2023,1,9:00 AM
NL2000399,ANA,NIELIT ANA,13-09-2023,1,9:00 AM
NL2000400,PRA,NIELIT PRA,18-09-2023,2,2:00 PM
NL2000401,PRA,NIELIT PRA,03-09-2023,2,2:00 PM
NL2000402,PRA,NIELIT PRA,21-09-2023,1,9:00 AM
NL2000403,PRA,NIELIT PRA,04-09-2023,1,9:00 AM
NL2000404,PRA,NIELIT PRA,13-09-2023,2,2:00 PM
NL2000405,PRA,NIELIT PRA,06-09-2023,1,9:00 AM
NL2000406,PRA,NIELIT PRA,19-09-2023,1,9:00 AM
NL2000407,PRA,NIELIT PRA,23-09-2023,2,2:00 PM
NL2000408,PRA,NIELIT PRA,21-09-2023,2,2:00 PM
NL2000409,PRA,NIELIT PRA,19-09-2023,1,9:00 AM
NL2000410,PRA,NIELIT PRA,05-09-2023,2,2:00 PM
NL2000411,PRA,NIELIT PRA,23-09-2023,2,2:00 PM
NL2000412,PRA,NIELIT PRA,01-09-2023,2,2:00 PM
NL2000413,PRA,NIELIT PRA,01-09-2023,1,9:00 AM
NL2000414,PRA,NIELIT PRA,08-09-2023,2,2:00 PM
NL2000415,PRA,NIELIT PRA,22-09-2023,1,9:00 AM
NL2000416,WGL,NIELIT WGL,26-09-2023,1,9:00 AM
NL2000417,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2000418,PRA,NIELIT PRA,25-09-2023,1,9:00 AM
NL2000419,GUN,NIELIT GUN,19-09-2023,1,9:00 AM
NL2000420,WGL,NIELIT WGL,28-09-2023,2,2:00 PM
NL2000421,WGL,NIELIT WGL,13-09-2023,2,2:00 PM
NL2000422,WGL,NIELIT WGL,04-09-2023,1,9:00 AM
NL2000423,CTT,NIELIT CTT,12-09-2023,2,2:00 PM
NL2000424,CTT,NIELIT CTT,30-09-2023,2,2:00 PM
NL2000425,CTT,NIELIT CTT,01-09-2023,1,9:00 AM
NL2000426,CTT,NIELIT CTT,20-09-2023,2,2:00 PM
NL2000427,CTT,NIELIT CTT,08-09-2023,2,2:00 PM
NL2000428,CTT,NIELIT CTT,06-09-2023,2,2:00 PM
NL2000429,GUN,NIELIT GUN,12-09-2023,2,2:00 PM
NL2000430,CTT,NIELIT CTT,12-09-2023,2,2:00 PM
NL2000431,CTT,NIELIT CTT,15-09-2023,2,2:00 PM
NL2000432,CTT,NIELIT CTT,23-09-2023,1,9:00 AM
NL2000433,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2000434,CTT,NIELIT CTT,11-09-2023,1,9:00 AM
NL2000435,CTT,NIELIT CTT,20-09-2023,1,9:00 AM
NL2000436,PRA,NIELIT PRA,30-09-2023,2,2:00 PM
NL2000437,SIR,NIELIT SIR,09-09-2023,2,2:00 PM
NL2000438,CTT,NIELIT CTT,20-09-2023,2,2:00 PM
NL2000439,SIR,NIELIT SIR,16-09-2023,2,2:00 PM
NL2000440,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2000441,ANA,NIELIT ANA,12-09-2023,1,9:00 AM
NL2000442,CTT,NIELIT CTT,26-09-2023,2,2:00 PM
NL2000443,SIR,NIELIT SIR,27-09-2023,1,9:00 AM
NL2000444,SIR,NIELIT SIR,29-09-2023,2,2:00 PM
NL2000445,ANA,NIELIT ANA,18-09-2023,2,2:00 PM
NL2000446,ANA,NIELIT ANA,26-09-2023,1,9:00 AM
NL2000447,ANA,NIELIT ANA,19-09-2023,1,9:00 AM
NL2000448,SIR,NIELIT SIR,15-09-2023,2,2:00 PM
NL2000449,SIR,NIELIT SIR,25-09-2023,1,9:00 AM
NL2000450,SIR,NIELIT SIR,09-09-2023,2,2:00 PM
NL2000451,SIR,NIELIT SIR,12-09-2023,1,9:00 AM
NL2000452,SIR,NIELIT SIR,15-09-2023,1,9:00 AM
NL2000453,SIR,NIELIT SIR,07-09-2023,2,2:00 PM
NL2000454,SIR,NIELIT SIR,24-09-2023,1,9:00 AM
NL2000455,GUN,NIELIT GUN,23-09-2023,1,9:00 AM
NL2000456,GUN,NIELIT GUN,05-09-2023,1,9:00 AM
NL2000457,GUN,NIELIT GUN,11-09-2023,1,9:00 AM
NL2000458,KUN,NIELIT KUN,01-09-2023,1,9:00 AM
NL2000459,GUN,NIELIT GUN,20-09-2023,1,9:00 AM
NL2000460,GUN,NIELIT GUN,03-09-2023,1,9:00 AM
NL2000461,KUN,NIELIT KUN,17-09-2023,2,2:00 PM
NL2000462,KUN,NIELIT KUN,25-09-2023,2,2:00 PM
NL2000463,GUN,NIELIT GUN,20-09-2023,1,9:00 AM
NL2000464,KUN,NIELIT KUN,26-09-2023,1,9:00 AM
NL2000465,KUN,NIELIT KUN,28-09-2023,2,2:00 PM
NL2000466,KUN,NIELIT KUN,13-09-2023,1,9:00 AM
NL2000467,KUN,NIELIT KUN,25-09-2023,1,9:00 AM
NL2000468,KUN,NIELIT KUN,16-09-2023,2,2:00 PM
NL2000469,KRS,NIELIT KRS,07-09-2023,1,9:00 AM
NL2000470,KUN,NIELIT KUN,13-09-2023,2,2:00 PM
NL2000471,KRS,NIELIT KRS,16-09-2023,1,9:00 AM
NL2000472,KUN,NIELIT KUN,14-09-2023,1,9:00 AM
NL2000473,KUN,NIELIT KUN,03-09-2023,2,2:00 PM
NL2000474,KRS,NIELIT KRS,25-09-2023,2,2:00 PM
NL2000475,KUN,NIELIT KUN,07-09-2023,1,9:00 AM
NL2000476,KRS,NIELIT KRS,04-09-2023,1,9:00 AM
NL2000477,VIZI,NIELIT VIZI,21-09-2023,2,2:00 PM
NL2000478,KRS,NIELIT KRS,04-09-2023,2,2:00 PM
NL2000479,KRS,NIELIT KRS,29-09-2023,2,2:00 PM
NL2000480,VIZI,NIELIT VIZI,22-09-2023,2,2:00 PM
NL2000481,KRS,NIELIT KRS,23-09-2023,2,2:00 PM
NL2000482,VIZI,NIELIT VIZI,23-09-2023,2,2:00 PM
NL2000483,KRS,NIELIT KRS,22-09-2023,1,9:00 AM
NL2000484,VIZI,NIELIT VIZI,01-09-2023,2,2:00 PM
NL2000485,VIZ,NIELIT VIZ,03-09-2023,1,9:00 AM
NL2000486,VIZ,NIELIT VIZ,06-09-2023,2,2:00 PM
NL2000487,KRS,NIELIT KRS,10-09-2023,2,2:00 PM
NL2000488,KRS,NIELIT KRS,12-09-2023,1,9:00 AM
NL2000489,KRS,NIELIT KRS,14-09-2023,1,9:00 AM
NL2000490,KRS,NIELIT KRS,03-09-2023,1,9:00 AM
NL2000491,KRS,NIELIT KRS,28-09-2023,1,9:00 AM
NL2000492,KRS,NIELIT KRS,21-09-2023,1,9:00 AM
NL2000493,KRS,NIELIT KRS,06-09-2023,2,2:00 PM
NL2000494,KRS,NIELIT KRS,06-09-2023,2,2:00 PM
NL2000495,SIR,NIELIT SIR,19-09-2023,1,9:00 AM
NL2000496,SIR,NIELIT SIR,11-09-2023,1,9:00 AM
NL2000497,SIR,NIELIT SIR,09-09-2023,2,2:00 PM
NL2000498,SIR,NIELIT SIR,27-09-2023,1,9:00 AM
NL2000499,SIR,NIELIT SIR,11-09-2023,1,9:00 AM
NL2000500,SIR,NIELIT SIR,23-09-2023,1,9:00 AM
NL2000501,KUN,NIELIT KUN,16-09-2023,1,9:00 AM
NL2000502,KUN,NIELIT KUN,01-09-2023,2,2:00 PM
NL2000503,KUN,NIELIT KUN,25-09-2023,2,2:00 PM
NL2000504,PRA,NIELIT PRA,18-09-2023,1,9:00 AM
NL2000505,ANA,NIELIT ANA,13-09-2023,1,9:00 AM
NL2000506,PRA,NIELIT PRA,20-09-2023,1,9:00 AM
NL2000507,PRA,NIELIT PRA,04-09-2023,2,2:00 PM
NL2000508,PRA,NIELIT PRA,13-09-2023,2,2:00 PM
NL2000509,PRA,NIELIT PRA,07-09-2023,1,9:00 AM
NL2000510,PRA,NIELIT PRA,26-09-2023,2,2:00 PM
NL2000511,PRA,NIELIT PRA,12-09-2023,1,9:00 AM
NL2000512,PRA,NIELIT PRA,21-09-2023,2,2:00 PM
NL2000513,KRS,NIELIT KRS,02-09-2023,1,9:00 AM
NL2000514,KRS,NIELIT KRS,28-09-2023,2,2:00 PM
NL2000515,KRS,NIELIT KRS,29-09-2023,2,2:00 PM
NL2000516,KRS,NIELIT KRS,01-09-2023,2,2:00 PM
NL2000517,KRS,NIELIT KRS,27-09-2023,2,2:00 PM
NL2000518,KRS,NIELIT KRS,04-09-2023,1,9:00 AM
NL2000519,KRS,NIELIT KRS,16-09-2023,1,9:00 AM
NL2000520,KRS,NIELIT KRS,14-09-2023,2,2:00 PM
NL2000521,KRS,NIELIT KRS,11-09-2023,1,9:00 AM
NL2000522,KRS,NIELIT KRS,26-09-2023,2,2:00 PM
NL2000523,KRS,NIELIT KRS,27-09-2023,2,2:00 PM
NL2000524,KRS,NIELIT KRS,13-09-2023,1,9:00 AM
NL2000525,KRS,NIELIT KRS,09-09-2023,2,2:00 PM
NL2000526,KRS,NIELIT KRS,17-09-2023,2,2:00 PM
NL2000527,KRS,NIELIT KRS,15-09-2023,2,2:00 PM
NL2000528,KRS,NIELIT KRS,07-09-2023,2,2:00 PM
NL2000529,KRS,NIELIT KRS,30-09-2023,2,2:00 PM
NL2000530,KRS,NIELIT KRS,11-09-2023,2,2:00 PM
NL2000531,KRS,NIELIT KRS,11-09-2023,1,9:00 AM
NL2000532,KRS,NIELIT KRS,27-09-2023,1,9:00 AM
NL2000533,KRS,NIELIT KRS,30-09-2023,1,9:00 AM
NL2000534,KRS,NIELIT KRS,16-09-2023,2,2:00 PM
NL2000535,KRS,NIELIT KRS,07-09-2023,1,9:00 AM
NL2000536,KUN,NIELIT KUN,02-09-2023,2,2:00 PM
NL2000537,WGL,NIELIT WGL,25-09-2023,2,2:00 PM
NL2000538,WGL,NIELIT WGL,17-09-2023,1,9:00 AM
NL2000539,WGL,NIELIT WGL,20-09-2023,2,2:00 PM
NL2000540,WGL,NIELIT WGL,09-09-2023,1,9:00 AM
NL2000541,WGL,NIELIT WGL,22-09-2023,1,9:00 AM
NL2000542,KRS,NIELIT KRS,07-09-2023,1,9:00 AM
NL2000543,KRS,NIELIT KRS,04-09-2023,2,2:00 PM
NL2000544,KRS,NIELIT KRS,16-09-2023,1,9:00 AM
NL2000545,KRS,NIELIT KRS,07-09-2023,1,9:00 AM
NL2000546,KRS,NIELIT KRS,18-09-2023,1,9:00 AM
NL2000547,KRS,NIELIT KRS,16-09-2023,1,9:00 AM
NL2000548,KRS,NIELIT KRS,25-09-2023,1,9:00 AM
NL2000549,KRS,NIELIT KRS,23-09-2023,2,2:00 PM
NL2000550,KRS,NIELIT KRS,09-09-2023,2,2:00 PM
NL2000551,KRS,NIELIT KRS,20-09-2023,1,9:00 AM
NL2000552,KRS,NIELIT KRS,26-09-2023,1,9:00 AM
NL2000553,KRS,NIELIT KRS,03-09-2023,1,9:00 AM
NL2000554,KRS,NIELIT KRS,16-09-2023,2,2:00 PM
NL2000555,KRS,NIELIT KRS,20-09-2023,2,2:00 PM
NL2000556,KRS,NIELIT KRS,21-09-2023,1,9:00 AM
NL2000557,KRS,NIELIT KRS,26-09-2023,2,2:00 PM
NL2000558,KRS,NIELIT KRS,08-09-2023,2,2:00 PM
NL2000559,KRS,NIELIT KRS,24-09-2023,1,9:00 AM
NL2000560,KRS,NIELIT KRS,28-09-2023,1,9:00 AM
NL2000561,KRS,NIELIT KRS,20-09-2023,2,2:00 PM
NL2000562,KRS,NIELIT KRS,15-09-2023,2,2:00 PM
NL2000563,KRS,NIELIT KRS,30-09-2023,2,2:00 PM
NL2000564,KRS,NIELIT KRS,08-09-2023,2,2:00 PM
NL2000565,PRA,NIELIT PRA,21-09-2023,2,2:00 PM
NL2000566,PRA,NIELIT PRA,01-09-2023,2,2:00 PM
NL2000567,PRA,NIELIT PRA,01-09-2023,2,2:00 PM
NL2000568,PRA,NIELIT PRA,18-09-2023,2,2:00 PM
NL2000569,MAHB,NIELIT MAHB,04-09-2023,2,2:00 PM
NL2000570,PRA,NIELIT PRA,11-09-2023,1,9:00 AM
NL2000571,PRA,NIELIT PRA,23-09-2023,2,2:00 PM
NL2000572,PRA,NIELIT PRA,04-09-2023,1,9:00 AM
NL2000573,PRA,NIELIT PRA,24-09-2023,2,2:00 PM
NL2000574,PRA,NIELIT PRA,21-09-2023,2,2:00 PM
NL2000575,PRA,NIELIT PRA,10-09-2023,1,9:00 AM
NL2000576,PRA,NIELIT PRA,03-09-2023,2,2:00 PM
NL2000577,PRA,NIELIT PRA,01-09-2023,2,2:00 PM
NL2000578,PRA,NIELIT PRA,07-09-2023,2,2:00 PM
NL2000579,PRA,NIELIT PRA,18-09-2023,2,2:00 PM
NL2000580,WGL,NIELIT WGL,28-09-2023,1,9:00 AM
NL2000581,WGL,NIELIT WGL,24-09-2023,2,2:00 PM
NL2000582,WGL,NIELIT WGL,27-09-2023,1,9:00 AM
NL2000583,PRA,NIELIT PRA,26-09-2023,2,2:00 PM
NL2000584,PRA,NIELIT PRA,15-09-2023,1,9:00 AM
NL2000585,PRA,NIELIT PRA,28-09-2023,1,9:00 AM
NL2000586,PRA,NIELIT PRA,18-09-2023,1,9:00 AM
NL2000587,PRA,NIELIT PRA,18-09-2023,1,9:00 AM
NL2000588,PRA,NIELIT PRA,22-09-2023,1,9:00 AM
NL2000589,PRA,NIELIT PRA,22-09-2023,1,9:00 AM
NL2000590,PRA,NIELIT PRA,05-09-2023,2,2:00 PM
NL2000591,PRA,NIELIT PRA,25-09-2023,2,2:00 PM
NL2000592,KRS,NIELIT KRS,03-09-2023,1,9:00 AM
NL2000593,KRS,NIELIT KRS,02-09-2023,2,2:00 PM
NL2000594,KUN,NIELIT KUN,06-09-2023,1,9:00 AM
NL2000595,KUN,NIELIT KUN,13-09-2023,1,9:00 AM
NL2000596,KUN,NIELIT KUN,24-09-2023,2,2:00 PM
NL2000597,KUN,NIELIT KUN,22-09-2023,2,2:00 PM
NL2000598,KUN,NIELIT KUN,06-09-2023,1,9:00 AM
NL2000599,KUN,NIELIT KUN,07-09-2023,1,9:00 AM
NL2000600,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000601,KUN,NIELIT KUN,10-09-2023,2,2:00 PM
NL2000602,KUN,NIELIT KUN,24-09-2023,2,2:00 PM
NL2000603,KUN,NIELIT KUN,25-09-2023,1,9:00 AM
NL2000604,KUN,NIELIT KUN,20-09-2023,1,9:00 AM
NL2000605,KUN,NIELIT KUN,16-09-2023,2,2:00 PM
NL2000606,KUN,NIELIT KUN,08-09-2023,1,9:00 AM
NL2000607,KUN,NIELIT KUN,14-09-2023,2,2:00 PM
NL2000608,KUN,NIELIT KUN,27-09-2023,1,9:00 AM
NL2000609,KUN,NIELIT KUN,01-09-2023,1,9:00 AM
NL2000610,KUN,NIELIT KUN,04-09-2023,1,9:00 AM
NL2000611,KUN,NIELIT KUN,26-09-2023,2,2:00 PM
NL2000612,KUN,NIELIT KUN,22-09-2023,2,2:00 PM
NL2000613,KUN,NIELIT KUN,16-09-2023,1,9:00 AM
NL2000614,KUN,NIELIT KUN,05-09-2023,1,9:00 AM
NL2000615,KUN,NIELIT KUN,05-09-2023,1,9:00 AM
NL2000616,KUN,NIELIT KUN,23-09-2023,1,9:00 AM
NL2000617,KUN,NIELIT KUN,22-09-2023,2,2:00 PM
NL2000618,KUN,NIELIT KUN,11-09-2023,2,2:00 PM
NL2000619,KUN,NIELIT KUN,20-09-2023,2,2:00 PM
NL2000620,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000621,KUN,NIELIT KUN,08-09-2023,2,2:00 PM
NL2000622,KUN,NIELIT KUN,18-09-2023,1,9:00 AM
NL2000623,KUN,NIELIT KUN,06-09-2023,2,2:00 PM
NL2000624,CTT,NIELIT CTT,09-09-2023,1,9:00 AM
NL2000625,CTT,NIELIT CTT,16-09-2023,2,2:00 PM
NL2000626,CTT,NIELIT CTT,14-09-2023,1,9:00 AM
NL2000627,WGOD,NIELIT WGOD,20-09-2023,2,2:00 PM
NL2000628,EGOD,NIELIT EGOD,22-09-2023,1,9:00 AM
NL2000629,WGL,NIELIT WGL,10-09-2023,2,2:00 PM
NL2000630,WGL,NIELIT WGL,05-09-2023,2,2:00 PM
NL2000631,KPM,NIELIT KPM,16-09-2023,2,2:00 PM
NL2000632,KPM,NIELIT KPM,30-09-2023,2,2:00 PM
NL2000633,KPM,NIELIT KPM,20-09-2023,2,2:00 PM
NL2000634,KPM,NIELIT KPM,20-09-2023,2,2:00 PM
NL2000635,KPM,NIELIT KPM,10-09-2023,2,2:00 PM
NL2000636,KPM,NIELIT KPM,29-09-2023,2,2:00 PM
NL2000637,KPM,NIELIT KPM,12-09-2023,1,9:00 AM
NL2000638,KPM,NIELIT KPM,22-09-2023,1,9:00 AM
NL2000639,KPM,NIELIT KPM,22-09-2023,1,9:00 AM
NL2000640,KPM,NIELIT KPM,13-09-2023,1,9:00 AM
NL2000641,KPM,NIELIT KPM,14-09-2023,1,9:00 AM
NL2000642,KPM,NIELIT KPM,07-09-2023,2,2:00 PM
NL2000643,KPM,NIELIT KPM,20-09-2023,1,9:00 AM
NL2000644,KPM,NIELIT KPM,23-09-2023,1,9:00 AM
NL2000645,KPM,NIELIT KPM,09-09-2023,1,9:00 AM
NL2000646,KPM,NIELIT KPM,22-09-2023,1,9:00 AM
NL2000647,KPM,NIELIT KPM,24-09-2023,1,9:00 AM
NL2000648,KPM,NIELIT KPM,27-09-2023,2,2:00 PM
NL2000649,KPM,NIELIT KPM,06-09-2023,2,2:00 PM
NL2000650,KPM,NIELIT KPM,16-09-2023,1,9:00 AM
NL2000651,KUN,NIELIT KUN,24-09-2023,1,9:00 AM
NL2000652,KUN,NIELIT KUN,09-09-2023,2,2:00 PM
NL2000653,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000654,KUN,NIELIT KUN,02-09-2023,2,2:00 PM
NL2000655,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000656,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000657,KUN,NIELIT KUN,10-09-2023,2,2:00 PM
NL2000658,KUN,NIELIT KUN,27-09-2023,1,9:00 AM
NL2000659,KUN,NIELIT KUN,18-09-2023,2,2:00 PM
NL2000660,KUN,NIELIT KUN,28-09-2023,2,2:00 PM
NL2000661,KUN,NIELIT KUN,11-09-2023,2,2:00 PM
NL2000662,KUN,NIELIT KUN,04-09-2023,1,9:00 AM
NL2000663,KUN,NIELIT KUN,21-09-2023,1,9:00 AM
NL2000664,KUN,NIELIT KUN,07-09-2023,1,9:00 AM
NL2000665,KUN,NIELIT KUN,02-09-2023,1,9:00 AM
NL2000666,KUN,NIELIT KUN,13-09-2023,1,9:00 AM
NL2000667,KPM,NIELIT KPM,28-09-2023,2,2:00 PM
NL2000668,KPM,NIELIT KPM,14-09-2023,2,2:00 PM
NL2000669,KPM,NIELIT KPM,21-09-2023,2,2:00 PM
NL2000670,KPM,NIELIT KPM,16-09-2023,2,2:00 PM
NL2000671,TRI,NIELIT TRI,18-09-2023,2,2:00 PM
NL2000672,KUN,NIELIT KUN,30-09-2023,2,2:00 PM
NL2000673,KUN,NIELIT KUN,18-09-2023,2,2:00 PM
NL2000674,KUN,NIELIT KUN,02-09-2023,1,9:00 AM
NL2000675,KUN,NIELIT KUN,21-09-2023,1,9:00 AM
NL2000676,KUN,NIELIT KUN,05-09-2023,1,9:00 AM
NL2000677,KUN,NIELIT KUN,12-09-2023,2,2:00 PM
NL2000678,KUN,NIELIT KUN,05-09-2023,2,2:00 PM
NL2000679,KUN,NIELIT KUN,15-09-2023,2,2:00 PM
NL2000680,KUN,NIELIT KUN,15-09-2023,2,2:00 PM
NL2000681,KUN,NIELIT KUN,18-09-2023,2,2:00 PM
NL2000682,KUN,NIELIT KUN,25-09-2023,1,9:00 AM
NL2000683,KUN,NIELIT KUN,16-09-2023,1,9:00 AM
NL2000684,KUN,NIELIT KUN,29-09-2023,1,9:00 AM
NL2000685,KUN,NIELIT KUN,26-09-2023,1,9:00 AM
NL2000686,KUN,NIELIT KUN,28-09-2023,2,2:00 PM
NL2000687,KUN,NIELIT KUN,03-09-2023,1,9:00 AM
NL2000688,KPM,NIELIT KPM,22-09-2023,2,2:00 PM
NL2000689,KPM,NIELIT KPM,22-09-2023,1,9:00 AM
NL2000690,KPM,NIELIT KPM,09-09-2023,1,9:00 AM
NL2000691,KUN,NIELIT KUN,07-09-2023,1,9:00 AM
NL2000692,KUN,NIELIT KUN,04-09-2023,1,9:00 AM
NL2000693,KUN,NIELIT KUN,13-09-2023,2,2:00 PM
NL2000694,KPM,NIELIT KPM,04-09-2023,1,9:00 AM
NL2000695,KPM,NIELIT KPM,25-09-2023,2,2:00 PM
NL2000696,KPM,NIELIT KPM,30-09-2023,2,2:00 PM
NL2000697,KPM,NIELIT KPM,16-09-2023,2,2:00 PM
NL2000698,KPM,NIELIT KPM,10-09-2023,1,9:00 AM
NL2000699,KPM,NIELIT KPM,07-09-2023,1,9:00 AM
NL2000700,KPM,NIELIT KPM,14-09-2023,1,9:00 AM
NL2000701,KPM,NIELIT KPM,04-09-2023,1,9:00 AM
NL2000702,KPM,NIELIT KPM,02-09-2023,2,2:00 PM
NL2000703,KPM,NIELIT KPM,18-09-2023,1,9:00 AM
NL2000704,KPM,NIELIT KPM,09-09-2023,2,2:00 PM
NL2000705,KPM,NIELIT KPM,05-09-2023,1,9:00 AM
NL2000706,KUN,NIELIT KUN,01-09-2023,2,2:00 PM
NL2000707,KUN,NIELIT KUN,01-09-2023,1,9:00 AM
NL2000708,KUN,NIELIT KUN,21-09-2023,2,2:00 PM
NL2000709,KUN,NIELIT KUN,28-09-2023,2,2:00 PM
NL2000710,KUN,NIELIT KUN,01-09-2023,2,2:00 PM
NL2000711,KUN,NIELIT KUN,24-09-2023,2,2:00 PM
NL2000712,KUN,NIELIT KUN,30-09-2023,1,9:00 AM
NL2000713,KUN,NIELIT KUN,03-09-2023,2,2:00 PM
NL2000714,KPM,NIELIT KPM,20-09-2023,1,9:00 AM
NL2000715,KPM,NIELIT KPM,26-09-2023,1,9:00 AM
NL2000716,KPM,NIELIT KPM,01-09-2023,2,2:00 PM
NL2000717,KPM,NIELIT KPM,23-09-2023,1,9:00 AM
NL2000718,KPM,NIELIT KPM,04-09-2023,1,9:00 AM
NL2000719,KPM,NIELIT KPM,08-09-2023,2,2:00 PM
NL2000720,KPM,NIELIT KPM,17-09-2023,1,9:00 AM
NL2000721,KPM,NIELIT KPM,08-09-2023,1,9:00 AM
NL2000722,KPM,NIELIT KPM,20-09-2023,2,2:00 PM
NL2000723,KPM,NIELIT KPM,27-09-2023,1,9:00 AM
NL2000724,KPM,NIELIT KPM,28-09-2023,1,9:00 AM
NL2000725,KPM,NIELIT KPM,13-09-2023,1,9:00 AM
NL2000726,KPM,NIELIT KPM,06-09-2023,1,9:00 AM
NL2000727,KPM,NIELIT KPM,02-09-2023,1,9:00 AM
NL2000728,KPM,NIELIT KPM,23-09-2023,1,9:00 AM
NL2000729,KPM,NIELIT KPM,28-09-2023,1,9:00 AM
NL2000730,KPM,NIELIT KPM,16-09-2023,2,2:00 PM
NL2000731,KPM,NIELIT KPM,20-09-2023,2,2:00 PM
NL2000732,KPM,NIELIT KPM,25-09-2023,2,2:00 PM
NL2000733,KPM,NIELIT KPM,24-09-2023,1,9:00 AM
NL2000734,KPM,NIELIT KPM,10-09-2023,1,9:00 AM
NL2000735,KPM,NIELIT KPM,23-09-2023,1,9:00 AM
NL2000736,KPM,NIELIT KPM,15-09-2023,1,9:00 AM
NL2000737,KPM,NIELIT KPM,13-09-2023,2,2:00 PM
NL2000738,VIZ,NIELIT VIZ,01-09-2023,2,2:00 PM
NL2000739,VIZ,NIELIT VIZ,23-09-2023,1,9:00 AM
NL2000740,VIZ,NIELIT VIZ,13-09-2023,1,9:00 AM
NL2000741,VIZ,NIELIT VIZ,03-09-2023,1,9:00 AM
NL2000742,VIZ,NIELIT VIZ,29-09-2023,2,2:00 PM
NL2000743,VIZ,NIELIT VIZ,10-09-2023,1,9:00 AM
NL2000744,VIZ,NIELIT VIZ,27-09-2023,1,9:00 AM
NL2000745,VIZ,NIELIT VIZ,26-09-2023,1,9:00 AM
NL2000746,VIZ,NIELIT VIZ,17-09-2023,2,2:00 PM
NL2000747,VIZ,NIELIT VIZ,25-09-2023,2,2:00 PM
NL2000748,VIZ,NIELIT VIZ,01-09-2023,2,2:00 PM
NL2000749,GUN,NIELIT GUN,21-09-2023,2,2:00 PM
NL2000750,GUN,NIELIT GUN,28-09-2023,2,2:00 PM
NL2000751,CTT,NIELIT CTT,30-09-2023,2,2:00 PM
NL2000752,CTT,NIELIT CTT,21-09-2023,1,9:00 AM
NL2000753,CTT,NIELIT CTT,02-09-2023,1,9:00 AM
NL2000754,CTT,NIELIT CTT,22-09-2023,1,9:00 AM
NL2000755,CTT,NIELIT CTT,14-09-2023,1,9:00 AM
NL2000756,CTT,NIELIT CTT,22-09-2023,1,9:00 AM
NL2000757,CTT,NIELIT CTT,28-09-2023,2,2:00 PM
NL2000758,CTT,NIELIT CTT,22-09-2023,1,9:00 AM
NL2000759,CTT,NIELIT CTT,03-09-2023,2,2:00 PM
NL2000760,CTT,NIELIT CTT,04-09-2023,1,9:00 AM
NL2000761,CTT,NIELIT CTT,20-09-2023,2,2:00 PM
NL2000762,CTT,NIELIT CTT,25-09-2023,1,9:00 AM
NL2000763,CTT,NIELIT CTT,19-09-2023,1,9:00 AM
NL2000764,CTT,NIELIT CTT,12-09-2023,2,2:00 PM
NL2000765,CTT,NIELIT CTT,06-09-2023,1,9:00 AM
NL2000766,CTT,NIELIT CTT,24-09-2023,1,9:00 AM
NL2000767,VIZ,NIELIT VIZ,09-09-2023,2,2:00 PM
NL2000768,CTT,NIELIT CTT,22-09-2023,1,9:00 AM
NL2000769,VIZ,NIELIT VIZ,14-09-2023,1,9:00 AM
NL2000770,CTT,NIELIT CTT,23-09-2023,2,2:00 PM
NL2000771,VIZ,NIELIT VIZ,01-09-2023,2,2:00 PM
NL2000772,CTT,NIELIT CTT,01-09-2023,1,9:00 AM
NL2000773,VIZ,NIELIT VIZ,16-09-2023,2,2:00 PM
NL2000774,VIZ,NIELIT VIZ,16-09-2023,2,2:00 PM
NL2000775,VIZ,NIELIT VIZ,24-09-2023,1,9:00 AM
NL2000776,VIZ,NIELIT VIZ,02-09-2023,2,2:00 PM
NL2000777,KARN,NIELIT KARN,03-09-2023,2,2:00 PM
NL2000778,VIZ,NIELIT VIZ,15-09-2023,2,2:00 PM
NL2000779,VIZ,NIELIT VIZ,19-09-2023,2,2:00 PM
NL2000780,VIZ,NIELIT VIZ,15-09-2023,2,2:00 PM
NL2000781,VIZ,NIELIT VIZ,29-09-2023,2,2:00 PM
NL2000782,VIZ,NIELIT VIZ,30-09-2023,2,2:00 PM
NL2000783,CTT,NIELIT CTT,19-09-2023,2,2:00 PM
NL2000784,CTT,NIELIT CTT,24-09-2023,2,2:00 PM
NL2000785,CTT,NIELIT CTT,08-09-2023,1,9:00 AM
NL2000786,CTT,NIELIT CTT,21-09-2023,2,2:00 PM
